acquisition_channel,signup_month,activity_month,period_index,cohort_customers,acquisition_spend,cac,active_customers,net_revenue,contribution_margin,cumulative_contribution_margin,cumulative_margin_net_of_cac,payback_ratio
Organic Search,2024-04-01,2024-06-01,2,49,210.44,4.29,11,3568.83,933.46,6304.05,6093.61,29.9565
Organic Search,2024-04-01,2024-07-01,3,49,210.44,4.29,9,1906.15,511.27,6815.32,6604.88,32.386
Organic Search,2024-04-01,2024-08-01,4,49,210.44,4.29,5,1684.53,562.37,7377.69,7167.25,35.0584
Organic Search,2024-04-01,2024-09-01,5,49,210.44,4.29,6,3106.54,528.08,7905.77,7695.33,37.5678
Organic Search,2024-04-01,2024-10-01,6,49,210.44,4.29,7,1442.25,517.04,8422.81,8212.37,40.0248
Organic Search,2024-04-01,2024-11-01,7,49,210.44,4.29,3,1190.38,344.48,8767.29,8556.85,41.6617
Organic Search,2024-04-01,2024-12-01,8,49,210.44,4.29,1,97.95,40.64,8807.93,8597.49,41.8548
Organic Search,2024-04-01,2025-01-01,9,49,210.44,4.29,1,283.79,137.82,8945.75,8735.31,42.5097
Organic Search,2024-04-01,2025-02-01,10,49,210.44,4.29,1,334.28,96.97,9042.72,8832.28,42.9705
Organic Search,2024-04-01,2025-03-01,11,49,210.44,4.29,1,649.15,232.88,9275.6,9065.16,44.0772
Organic Search,2024-04-01,2025-04-01,12,49,210.44,4.29,0,0.00,0.0,9275.6,9065.16,44.0772
Organic Search,2024-04-01,2025-05-01,13,49,210.44,4.29,1,61.46,38.71,9314.31,9103.87,44.2611
Organic Search,2024-04-01,2025-06-01,14,49,210.44,4.29,1,386.68,51.26,9365.57,9155.13,44.5047
Organic Search,2024-04-01,2025-07-01,15,49,210.44,4.29,0,0.00,0.0,9365.57,9155.13,44.5047
Organic Search,2024-04-01,2025-08-01,16,49,210.44,4.29,0,0.00,0.0,9365.57,9155.13,44.5047
Organic Search,2024-04-01,2025-09-01,17,49,210.44,4.29,1,77.82,-10.31,9355.26,9144.82,44.4557
Organic Search,2024-04-01,2025-10-01,18,49,210.44,4.29,0,0.00,0.0,9355.26,9144.82,44.4557
Organic Search,2024-04-01,2025-11-01,19,49,210.44,4.29,0,0.00,0.0,9355.26,9144.82,44.4557
Organic Search,2024-04-01,2025-12-01,20,49,210.44,4.29,0,0.00,0.0,9355.26,9144.82,44.4557
Organic Search,2024-04-01,2026-01-01,21,49,210.44,4.29,0,0.00,0.0,9355.26,9144.82,44.4557
Organic Search,2024-04-01,2026-02-01,22,49,210.44,4.29,0,0.00,0.0,9355.26,9144.82,44.4557
Organic Search,2024-04-01,2026-03-01,23,49,210.44,4.29,0,0.00,0.0,9355.26,9144.82,44.4557
Organic Search,2024-04-01,2026-04-01,24,49,210.44,4.29,0,0.00,0.0,9355.26,9144.82,44.4557
Organic Search,2024-04-01,2026-05-01,25,49,210.44,4.29,1,1139.49,60.0,9415.26,9204.82,44.7408
Organic Search,2024-04-01,2026-06-01,26,49,210.44,4.29,0,0.00,0.0,9415.26,9204.82,44.7408
Paid Social,2024-11-01,2024-11-01,0,87,2513.22,28.89,82,24765.65,3250.01,3250.01,736.79,1.2932
Paid Social,2024-11-01,2024-12-01,1,87,2513.22,28.89,14,2157.63,736.21,3986.22,1473.0,1.5861
Paid Social,2024-11-01,2025-01-01,2,87,2513.22,28.89,8,2308.72,452.2,4438.42,1925.2,1.766
Paid Social,2024-11-01,2025-02-01,3,87,2513.22,28.89,2,369.50,66.45,4504.87,1991.65,1.7925
Paid Social,2024-11-01,2025-03-01,4,87,2513.22,28.89,7,1253.63,407.45,4912.32,2399.1,1.9546
Paid Social,2024-11-01,2025-04-01,5,87,2513.22,28.89,3,1213.57,71.09,4983.41,2470.19,1.9829
Paid Social,2024-11-01,2025-05-01,6,87,2513.22,28.89,1,148.61,26.46,5009.87,2496.65,1.9934
Paid Social,2024-11-01,2025-06-01,7,87,2513.22,28.89,2,480.06,166.0,5175.87,2662.65,2.0595
Paid Social,2024-11-01,2025-07-01,8,87,2513.22,28.89,1,145.16,40.5,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2025-08-01,9,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2025-09-01,10,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2025-10-01,11,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2025-11-01,12,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2025-12-01,13,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2026-01-01,14,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2026-02-01,15,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2026-03-01,16,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2026-04-01,17,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2026-05-01,18,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2024-11-01,2026-06-01,19,87,2513.22,28.89,0,0.00,0.0,5216.37,2703.15,2.0756
Paid Social,2026-03-01,2026-03-01,0,125,4685.80,37.49,117,33616.17,7188.77,7188.77,2502.97,1.5342
Paid Social,2026-03-01,2026-04-01,1,125,4685.80,37.49,23,5012.84,1603.9,8792.67,4106.87,1.8765
Paid Social,2026-03-01,2026-05-01,2,125,4685.80,37.49,16,4697.39,1050.45,9843.12,5157.32,2.1006
Paid Social,2026-03-01,2026-06-01,3,125,4685.80,37.49,9,2004.81,225.1,10068.22,5382.42,2.1487
Paid Social,2026-05-01,2026-05-01,0,99,3840.90,38.8,95,24922.95,5086.87,5086.87,1245.97,1.3244
Paid Social,2026-05-01,2026-06-01,1,99,3840.90,38.8,11,2253.35,624.17,5711.04,1870.14,1.4869
Email & CRM,2024-11-01,2024-11-01,0,37,207.72,5.61,36,9659.44,2116.68,2116.68,1908.96,10.1901
Email & CRM,2024-11-01,2024-12-01,1,37,207.72,5.61,7,2220.34,376.64,2493.32,2285.6,12.0033
Email & CRM,2024-11-01,2025-01-01,2,37,207.72,5.61,8,1873.73,279.73,2773.05,2565.33,13.3499
Email & CRM,2024-11-01,2025-02-01,3,37,207.72,5.61,6,1968.47,562.41,3335.46,3127.74,16.0575
Email & CRM,2024-11-01,2025-03-01,4,37,207.72,5.61,7,2320.66,295.32,3630.78,3423.06,17.4792
Email & CRM,2024-11-01,2025-04-01,5,37,207.72,5.61,2,447.30,114.61,3745.39,3537.67,18.031
Email & CRM,2024-11-01,2025-05-01,6,37,207.72,5.61,3,1380.10,41.69,3787.08,3579.36,18.2317
Email & CRM,2024-11-01,2025-06-01,7,37,207.72,5.61,5,2146.69,249.87,4036.95,3829.23,19.4346
Email & CRM,2024-11-01,2025-07-01,8,37,207.72,5.61,1,259.89,-5.41,4031.54,3823.82,19.4085
Email & CRM,2024-11-01,2025-08-01,9,37,207.72,5.61,3,318.81,88.52,4120.06,3912.34,19.8347
Email & CRM,2024-11-01,2025-09-01,10,37,207.72,5.61,1,138.70,58.92,4178.98,3971.26,20.1183
Email & CRM,2024-11-01,2025-10-01,11,37,207.72,5.61,1,102.84,45.33,4224.31,4016.59,20.3366
Email & CRM,2024-11-01,2025-11-01,12,37,207.72,5.61,0,0.00,0.0,4224.31,4016.59,20.3366
Email & CRM,2024-11-01,2025-12-01,13,37,207.72,5.61,1,76.21,16.05,4240.36,4032.64,20.4138
Email & CRM,2024-11-01,2026-01-01,14,37,207.72,5.61,1,101.71,51.36,4291.72,4084.0,20.6611
Email & CRM,2024-11-01,2026-02-01,15,37,207.72,5.61,0,0.00,0.0,4291.72,4084.0,20.6611
Email & CRM,2024-11-01,2026-03-01,16,37,207.72,5.61,1,97.95,40.64,4332.36,4124.64,20.8567
Email & CRM,2024-11-01,2026-04-01,17,37,207.72,5.61,0,0.00,0.0,4332.36,4124.64,20.8567
Email & CRM,2024-11-01,2026-05-01,18,37,207.72,5.61,0,0.00,0.0,4332.36,4124.64,20.8567
Email & CRM,2024-11-01,2026-06-01,19,37,207.72,5.61,0,0.00,0.0,4332.36,4124.64,20.8567
Email & CRM,2026-03-01,2026-03-01,0,50,326.46,6.53,49,15872.08,2268.23,2268.23,1941.77,6.948
Email & CRM,2026-03-01,2026-04-01,1,50,326.46,6.53,8,2288.02,785.3,3053.53,2727.07,9.3535
Email & CRM,2026-03-01,2026-05-01,2,50,326.46,6.53,11,4191.07,269.94,3323.47,2997.01,10.1803
Email & CRM,2026-03-01,2026-06-01,3,50,326.46,6.53,10,2898.17,315.91,3639.38,3312.92,11.148
Email & CRM,2026-05-01,2026-05-01,0,40,228.92,5.72,36,9192.31,1885.46,1885.46,1656.54,8.2363
Email & CRM,2026-05-01,2026-06-01,1,40,228.92,5.72,10,2507.26,805.77,2691.23,2462.31,11.7562
Marketplace,2024-04-01,2024-04-01,0,38,948.02,24.95,38,11214.45,2999.93,2999.93,2051.91,3.1644
Marketplace,2024-04-01,2024-05-01,1,38,948.02,24.95,1,148.38,85.99,3085.92,2137.9,3.2551
Marketplace,2024-04-01,2024-06-01,2,38,948.02,24.95,0,0.00,0.0,3085.92,2137.9,3.2551
Marketplace,2024-04-01,2024-07-01,3,38,948.02,24.95,2,567.97,-38.32,3047.6,2099.58,3.2147
Marketplace,2024-04-01,2024-08-01,4,38,948.02,24.95,2,1553.37,263.26,3310.86,2362.84,3.4924
Marketplace,2024-04-01,2024-09-01,5,38,948.02,24.95,0,0.00,0.0,3310.86,2362.84,3.4924
Marketplace,2024-04-01,2024-10-01,6,38,948.02,24.95,1,656.20,95.14,3406.0,2457.98,3.5928
Marketplace,2024-04-01,2024-11-01,7,38,948.02,24.95,1,42.39,9.51,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2024-12-01,8,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-01-01,9,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-02-01,10,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-03-01,11,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-04-01,12,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-05-01,13,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-06-01,14,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-07-01,15,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-08-01,16,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-09-01,17,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-10-01,18,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-11-01,19,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2025-12-01,20,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2026-01-01,21,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2026-02-01,22,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2026-03-01,23,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2026-04-01,24,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2026-05-01,25,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Marketplace,2024-04-01,2026-06-01,26,38,948.02,24.95,0,0.00,0.0,3415.51,2467.49,3.6028
Paid Search,2024-04-01,2024-04-01,0,53,1684.86,31.79,53,16649.93,3932.06,3932.06,2247.2,2.3338
Paid Search,2024-04-01,2024-05-01,1,53,1684.86,31.79,6,829.48,295.55,4227.61,2542.75,2.5092
Paid Search,2024-04-01,2024-06-01,2,53,1684.86,31.79,11,3072.79,884.62,5112.23,3427.37,3.0342
Paid Search,2024-04-01,2024-07-01,3,53,1684.86,31.79,7,2567.09,404.06,5516.29,3831.43,3.274
Paid Search,2024-04-01,2024-08-01,4,53,1684.86,31.79,1,104.67,6.19,5522.48,3837.62,3.2777
Paid Search,2024-04-01,2024-09-01,5,53,1684.86,31.79,3,3375.32,597.32,6119.8,4434.94,3.6322
Paid Search,2024-04-01,2024-10-01,6,53,1684.86,31.79,1,280.09,86.23,6206.03,4521.17,3.6834
Paid Search,2024-04-01,2024-11-01,7,53,1684.86,31.79,1,162.48,52.83,6258.86,4574.0,3.7148
Paid Search,2024-04-01,2024-12-01,8,53,1684.86,31.79,1,30.41,11.29,6270.15,4585.29,3.7215
Paid Search,2024-04-01,2025-01-01,9,53,1684.86,31.79,1,210.30,78.04,6348.19,4663.33,3.7678
Paid Search,2024-04-01,2025-02-01,10,53,1684.86,31.79,1,268.80,94.4,6442.59,4757.73,3.8238
Paid Search,2024-04-01,2025-03-01,11,53,1684.86,31.79,0,0.00,0.0,6442.59,4757.73,3.8238
Paid Search,2024-04-01,2025-04-01,12,53,1684.86,31.79,1,30.80,16.1,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2025-05-01,13,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2025-06-01,14,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2025-07-01,15,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2025-08-01,16,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2025-09-01,17,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2025-10-01,18,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2025-11-01,19,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2025-12-01,20,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2026-01-01,21,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2026-02-01,22,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2026-03-01,23,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2026-04-01,24,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2026-05-01,25,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Search,2024-04-01,2026-06-01,26,53,1684.86,31.79,0,0.00,0.0,6458.69,4773.83,3.8334
Paid Social,2024-05-01,2024-05-01,0,41,1278.35,31.18,39,14584.77,2835.71,2835.71,1557.36,2.2183
Paid Social,2024-05-01,2024-06-01,1,41,1278.35,31.18,5,2075.81,454.12,3289.83,2011.48,2.5735
Paid Social,2024-05-01,2024-07-01,2,41,1278.35,31.18,4,825.26,-106.14,3183.69,1905.34,2.4905
Paid Social,2024-05-01,2024-08-01,3,41,1278.35,31.18,3,575.43,27.74,3211.43,1933.08,2.5122
Paid Social,2024-05-01,2024-09-01,4,41,1278.35,31.18,3,965.61,210.36,3421.79,2143.44,2.6767
Paid Social,2024-05-01,2024-10-01,5,41,1278.35,31.18,0,0.00,0.0,3421.79,2143.44,2.6767
Paid Social,2024-05-01,2024-11-01,6,41,1278.35,31.18,1,492.93,113.32,3535.11,2256.76,2.7654
Paid Social,2024-05-01,2024-12-01,7,41,1278.35,31.18,1,103.68,49.72,3584.83,2306.48,2.8043
Paid Social,2024-05-01,2025-01-01,8,41,1278.35,31.18,0,0.00,0.0,3584.83,2306.48,2.8043
Paid Social,2024-05-01,2025-02-01,9,41,1278.35,31.18,0,0.00,0.0,3584.83,2306.48,2.8043
Paid Social,2024-05-01,2025-03-01,10,41,1278.35,31.18,1,319.87,3.66,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-04-01,11,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-05-01,12,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-06-01,13,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-07-01,14,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-08-01,15,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-09-01,16,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-10-01,17,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-11-01,18,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2025-12-01,19,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2026-01-01,20,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2026-02-01,21,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2026-03-01,22,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2026-04-01,23,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2026-05-01,24,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2024-05-01,2026-06-01,25,41,1278.35,31.18,0,0.00,0.0,3588.49,2310.14,2.8071
Paid Social,2025-01-01,2025-01-01,0,63,2060.36,32.7,61,14870.50,1813.88,1813.88,-246.48,0.8804
Paid Social,2025-01-01,2025-02-01,1,63,2060.36,32.7,9,2818.30,692.84,2506.72,446.36,1.2166
Paid Social,2025-01-01,2025-03-01,2,63,2060.36,32.7,8,2167.62,492.96,2999.68,939.32,1.4559
Paid Social,2025-01-01,2025-04-01,3,63,2060.36,32.7,3,455.71,50.21,3049.89,989.53,1.4803
Paid Social,2025-01-01,2025-05-01,4,63,2060.36,32.7,2,92.96,9.43,3059.32,998.96,1.4848
Paid Social,2025-01-01,2025-06-01,5,63,2060.36,32.7,2,540.99,291.13,3350.45,1290.09,1.6261
Paid Social,2025-01-01,2025-07-01,6,63,2060.36,32.7,0,0.00,0.0,3350.45,1290.09,1.6261
Paid Social,2025-01-01,2025-08-01,7,63,2060.36,32.7,1,33.23,8.01,3358.46,1298.1,1.63
Paid Social,2025-01-01,2025-09-01,8,63,2060.36,32.7,0,0.00,0.0,3358.46,1298.1,1.63
Paid Social,2025-01-01,2025-10-01,9,63,2060.36,32.7,0,0.00,0.0,3358.46,1298.1,1.63
Paid Social,2025-01-01,2025-11-01,10,63,2060.36,32.7,1,376.11,138.1,3496.56,1436.2,1.6971
Paid Social,2025-01-01,2025-12-01,11,63,2060.36,32.7,0,0.00,0.0,3496.56,1436.2,1.6971
Paid Social,2025-01-01,2026-01-01,12,63,2060.36,32.7,0,0.00,0.0,3496.56,1436.2,1.6971
Paid Social,2025-01-01,2026-02-01,13,63,2060.36,32.7,0,0.00,0.0,3496.56,1436.2,1.6971
Paid Social,2025-01-01,2026-03-01,14,63,2060.36,32.7,0,0.00,0.0,3496.56,1436.2,1.6971
Paid Social,2025-01-01,2026-04-01,15,63,2060.36,32.7,0,0.00,0.0,3496.56,1436.2,1.6971
Paid Social,2025-01-01,2026-05-01,16,63,2060.36,32.7,0,0.00,0.0,3496.56,1436.2,1.6971
Paid Social,2025-01-01,2026-06-01,17,63,2060.36,32.7,0,0.00,0.0,3496.56,1436.2,1.6971
Paid Social,2025-04-01,2025-04-01,0,89,2814.06,31.62,86,22050.59,4514.01,4514.01,1699.95,1.6041
Paid Social,2025-04-01,2025-05-01,1,89,2814.06,31.62,10,2340.89,955.65,5469.66,2655.6,1.9437
Paid Social,2025-04-01,2025-06-01,2,89,2814.06,31.62,8,3286.30,422.03,5891.69,3077.63,2.0937
Paid Social,2025-04-01,2025-07-01,3,89,2814.06,31.62,12,3204.64,411.1,6302.79,3488.73,2.2397
Paid Social,2025-04-01,2025-08-01,4,89,2814.06,31.62,2,298.18,103.71,6406.5,3592.44,2.2766
Paid Social,2025-04-01,2025-09-01,5,89,2814.06,31.62,4,3594.20,653.12,7059.62,4245.56,2.5087
Paid Social,2025-04-01,2025-10-01,6,89,2814.06,31.62,3,282.44,49.15,7108.77,4294.71,2.5262
Paid Social,2025-04-01,2025-11-01,7,89,2814.06,31.62,2,534.62,-373.95,6734.82,3920.76,2.3933
Paid Social,2025-04-01,2025-12-01,8,89,2814.06,31.62,0,0.00,0.0,6734.82,3920.76,2.3933
Paid Social,2025-04-01,2026-01-01,9,89,2814.06,31.62,0,0.00,0.0,6734.82,3920.76,2.3933
Paid Social,2025-04-01,2026-02-01,10,89,2814.06,31.62,0,0.00,0.0,6734.82,3920.76,2.3933
Paid Social,2025-04-01,2026-03-01,11,89,2814.06,31.62,0,0.00,0.0,6734.82,3920.76,2.3933
Paid Social,2025-04-01,2026-04-01,12,89,2814.06,31.62,0,0.00,0.0,6734.82,3920.76,2.3933
Paid Social,2025-04-01,2026-05-01,13,89,2814.06,31.62,0,0.00,0.0,6734.82,3920.76,2.3933
Paid Social,2025-04-01,2026-06-01,14,89,2814.06,31.62,0,0.00,0.0,6734.82,3920.76,2.3933
Email & CRM,2024-03-01,2024-03-01,0,18,114.15,6.34,12,4398.17,1267.12,1267.12,1152.97,11.1005
Email & CRM,2024-03-01,2024-04-01,1,18,114.15,6.34,9,4121.23,1084.13,2351.25,2237.1,20.5979
Email & CRM,2024-03-01,2024-05-01,2,18,114.15,6.34,2,549.35,233.38,2584.63,2470.48,22.6424
Email & CRM,2024-03-01,2024-06-01,3,18,114.15,6.34,1,26.87,16.02,2600.65,2486.5,22.7827
Email & CRM,2024-03-01,2024-07-01,4,18,114.15,6.34,1,114.42,66.93,2667.58,2553.43,23.3691
Email & CRM,2024-03-01,2024-08-01,5,18,114.15,6.34,0,0.00,0.0,2667.58,2553.43,23.3691
Email & CRM,2024-03-01,2024-09-01,6,18,114.15,6.34,1,525.30,121.2,2788.78,2674.63,24.4308
Email & CRM,2024-03-01,2024-10-01,7,18,114.15,6.34,3,641.72,109.4,2898.18,2784.03,25.3892
Email & CRM,2024-03-01,2024-11-01,8,18,114.15,6.34,1,305.67,-25.82,2872.36,2758.21,25.163
Email & CRM,2024-03-01,2024-12-01,9,18,114.15,6.34,0,0.00,0.0,2872.36,2758.21,25.163
Email & CRM,2024-03-01,2025-01-01,10,18,114.15,6.34,2,319.77,122.13,2994.49,2880.34,26.2329
Email & CRM,2024-03-01,2025-02-01,11,18,114.15,6.34,0,0.00,0.0,2994.49,2880.34,26.2329
Email & CRM,2024-03-01,2025-03-01,12,18,114.15,6.34,1,384.95,60.73,3055.22,2941.07,26.765
Email & CRM,2024-03-01,2025-04-01,13,18,114.15,6.34,1,33.10,2.66,3057.88,2943.73,26.7883
Email & CRM,2024-03-01,2025-05-01,14,18,114.15,6.34,1,133.03,-5.78,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2025-06-01,15,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2025-07-01,16,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2025-08-01,17,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2025-09-01,18,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2025-10-01,19,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2025-11-01,20,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2025-12-01,21,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2026-01-01,22,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2026-02-01,23,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2026-03-01,24,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2026-04-01,25,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2026-05-01,26,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2024-03-01,2026-06-01,27,18,114.15,6.34,0,0.00,0.0,3052.1,2937.95,26.7376
Email & CRM,2025-05-01,2025-05-01,0,24,153.28,6.39,23,5114.01,1435.61,1435.61,1282.33,9.3659
Email & CRM,2025-05-01,2025-06-01,1,24,153.28,6.39,3,733.14,277.18,1712.79,1559.51,11.1743
Email & CRM,2025-05-01,2025-07-01,2,24,153.28,6.39,8,1938.71,463.19,2175.98,2022.7,14.1961
Email & CRM,2025-05-01,2025-08-01,3,24,153.28,6.39,2,901.35,339.22,2515.2,2361.92,16.4092
Email & CRM,2025-05-01,2025-09-01,4,24,153.28,6.39,4,1528.51,454.15,2969.35,2816.07,19.3721
Email & CRM,2025-05-01,2025-10-01,5,24,153.28,6.39,3,579.49,155.62,3124.97,2971.69,20.3873
Email & CRM,2025-05-01,2025-11-01,6,24,153.28,6.39,1,66.55,35.42,3160.39,3007.11,20.6184
Email & CRM,2025-05-01,2025-12-01,7,24,153.28,6.39,2,341.56,-50.12,3110.27,2956.99,20.2914
Email & CRM,2025-05-01,2026-01-01,8,24,153.28,6.39,2,371.40,99.41,3209.68,3056.4,20.94
Email & CRM,2025-05-01,2026-02-01,9,24,153.28,6.39,1,169.49,60.57,3270.25,3116.97,21.3351
Email & CRM,2025-05-01,2026-03-01,10,24,153.28,6.39,1,62.40,29.15,3299.4,3146.12,21.5253
Email & CRM,2025-05-01,2026-04-01,11,24,153.28,6.39,3,757.50,198.63,3498.03,3344.75,22.8212
Email & CRM,2025-05-01,2026-05-01,12,24,153.28,6.39,3,665.24,83.86,3581.89,3428.61,23.3683
Email & CRM,2025-05-01,2026-06-01,13,24,153.28,6.39,1,316.47,170.09,3751.98,3598.7,24.4779
Email & CRM,2025-11-01,2025-11-01,0,54,342.20,6.34,50,14893.38,2767.15,2767.15,2424.95,8.0864
Email & CRM,2025-11-01,2025-12-01,1,54,342.20,6.34,16,4595.58,847.15,3614.3,3272.1,10.562
Email & CRM,2025-11-01,2026-01-01,2,54,342.20,6.34,12,6761.87,1879.8,5494.1,5151.9,16.0552
Email & CRM,2025-11-01,2026-02-01,3,54,342.20,6.34,9,3204.72,700.77,6194.87,5852.67,18.1031
Email & CRM,2025-11-01,2026-03-01,4,54,342.20,6.34,12,4273.80,1005.31,7200.18,6857.98,21.0409
Email & CRM,2025-11-01,2026-04-01,5,54,342.20,6.34,7,2789.88,638.47,7838.65,7496.45,22.9066
Email & CRM,2025-11-01,2026-05-01,6,54,342.20,6.34,10,3301.45,563.66,8402.31,8060.11,24.5538
